OutputID	OutputName	OutputType	OutputTier	BuildingResourceTier	ConstructionTime	PlanetTypes	Factions	ResourceType	ProductionSteps	Ingredient1	Quantity1	Ingredient2	Quantity2	Ingredient3	Quantity3	Ingredient4	Quantity4	Ingredient5	Quantity5	Ingredient6	Quantity6	Ingredient7	Quantity7	Ingredient8	Quantity8
volcanic-sodium-crystals-extractor-t3	Sodium Crystals Extractor	BUILDING	3	1	60	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	36	Cryogenic Catalyst	33	Energy Burst Controller	28	Energy Cells	26	Energy Modulator	23						
volcanic-sodium-crystals-extractor-t4	Sodium Crystals Extractor	BUILDING	4	1	50	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	44	Cryogenic Catalyst	40	Energy Burst Controller	34	Energy Cells	32	Energy Modulator	28	Advanced Sensor Grid	23				
volcanic-sodium-crystals-extractor-t5	Sodium Crystals Extractor	BUILDING	5	1	40	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	53	Cryogenic Catalyst	48	Energy Burst Controller	41	Energy Cells	39	Energy Modulator	34	Advanced Sensor Grid	28	Aerogel	23		
volcanic-tantalum-ore-extractor-t1	Tantalum Ore Extractor	BUILDING	1	1	90	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	25	Cryogenic Catalyst	22	Energy Burst Controller	19										
volcanic-tantalum-ore-extractor-t2	Tantalum Ore Extractor	BUILDING	2	1	75	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	30	Cryogenic Catalyst	27	Energy Burst Controller	23	Energy Cells	21								
volcanic-tantalum-ore-extractor-t3	Tantalum Ore Extractor	BUILDING	3	1	60	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	36	Cryogenic Catalyst	33	Energy Burst Controller	28	Energy Cells	26	Energy Modulator	23						
volcanic-tantalum-ore-extractor-t4	Tantalum Ore Extractor	BUILDING	4	1	50	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	44	Cryogenic Catalyst	40	Energy Burst Controller	34	Energy Cells	32	Energy Modulator	28	Advanced Sensor Grid	23				
volcanic-tantalum-ore-extractor-t5	Tantalum Ore Extractor	BUILDING	5	1	40	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	53	Cryogenic Catalyst	48	Energy Burst Controller	41	Energy Cells	39	Energy Modulator	34	Advanced Sensor Grid	28	Aerogel	23		
volcanic-thermal-regulator-stone-extractor-t1	Thermal Regulator Stone Extractor	BUILDING	1	1	90	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	25	Cryogenic Catalyst	22	Energy Burst Controller	19										
volcanic-thermal-regulator-stone-extractor-t2	Thermal Regulator Stone Extractor	BUILDING	2	1	75	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	30	Cryogenic Catalyst	27	Energy Burst Controller	23	Energy Cells	21								
volcanic-thermal-regulator-stone-extractor-t3	Thermal Regulator Stone Extractor	BUILDING	3	1	60	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	36	Cryogenic Catalyst	33	Energy Burst Controller	28	Energy Cells	26	Energy Modulator	23						
volcanic-thermal-regulator-stone-extractor-t4	Thermal Regulator Stone Extractor	BUILDING	4	1	50	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	44	Cryogenic Catalyst	40	Energy Burst Controller	34	Energy Cells	32	Energy Modulator	28	Advanced Sensor Grid	23				
volcanic-thermal-regulator-stone-extractor-t5	Thermal Regulator Stone Extractor	BUILDING	5	1	40	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	53	Cryogenic Catalyst	48	Energy Burst Controller	41	Energy Cells	39	Energy Modulator	34	Advanced Sensor Grid	28	Aerogel	23		
volcanic-tin-ore-extractor-t1	Tin Ore Extractor	BUILDING	1	1	90	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	25	Cryogenic Catalyst	22	Energy Burst Controller	19										
volcanic-tin-ore-extractor-t2	Tin Ore Extractor	BUILDING	2	1	75	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	30	Cryogenic Catalyst	27	Energy Burst Controller	23	Energy Cells	21								
volcanic-tin-ore-extractor-t3	Tin Ore Extractor	BUILDING	3	1	60	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	36	Cryogenic Catalyst	33	Energy Burst Controller	28	Energy Cells	26	Energy Modulator	23						
volcanic-tin-ore-extractor-t4	Tin Ore Extractor	BUILDING	4	1	50	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	44	Cryogenic Catalyst	40	Energy Burst Controller	34	Energy Cells	32	Energy Modulator	28	Advanced Sensor Grid	23				
volcanic-tin-ore-extractor-t5	Tin Ore Extractor	BUILDING	5	1	40	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	53	Cryogenic Catalyst	48	Energy Burst Controller	41	Energy Cells	39	Energy Modulator	34	Advanced Sensor Grid	28	Aerogel	23		
volcanic-zinc-ore-extractor-t1	Zinc Ore Extractor	BUILDING	1	1	90	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	25	Cryogenic Catalyst	22	Energy Burst Controller	19										
volcanic-zinc-ore-extractor-t2	Zinc Ore Extractor	BUILDING	2	1	75	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	30	Cryogenic Catalyst	27	Energy Burst Controller	23	Energy Cells	21								
volcanic-zinc-ore-extractor-t3	Zinc Ore Extractor	BUILDING	3	1	60	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	36	Cryogenic Catalyst	33	Energy Burst Controller	28	Energy Cells	26	Energy Modulator	23						
volcanic-zinc-ore-extractor-t4	Zinc Ore Extractor	BUILDING	4	1	50	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	44	Cryogenic Catalyst	40	Energy Burst Controller	34	Energy Cells	32	Energy Modulator	28	Advanced Sensor Grid	23				
volcanic-zinc-ore-extractor-t5	Zinc Ore Extractor	BUILDING	5	1	40	Volcanic Planet	MUD;ONI;USTUR	Extraction		Barrier Material	53	Cryogenic Catalyst	48	Energy Burst Controller	41	Energy Cells	39	Energy Modulator	34	Advanced Sensor Grid	28	Aerogel	23		
volcanic-diamond-extractor-t1	Diamond Extractor	BUILDING	1	2	90	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	23	Barrier Material	22	Bio Stabilizer	17										
volcanic-diamond-extractor-t2	Diamond Extractor	BUILDING	2	2	75	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	28	Barrier Material	27	Bio Stabilizer	21	Boron Composite	19								
volcanic-diamond-extractor-t3	Diamond Extractor	BUILDING	3	2	60	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	34	Barrier Material	33	Bio Stabilizer	26	Boron Composite	23	Climate Controller	21						
volcanic-diamond-extractor-t4	Diamond Extractor	BUILDING	4	2	50	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	41	Barrier Material	40	Bio Stabilizer	32	Boron Composite	28	Climate Controller	26	Aerogel	21				
volcanic-diamond-extractor-t5	Diamond Extractor	BUILDING	5	2	40	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	50	Barrier Material	48	Bio Stabilizer	39	Boron Composite	34	Climate Controller	32	Aerogel	26	Capacitor Matrix Core	23		
volcanic-fluorine-gas-extractor-t1	Fluorine Gas Extractor	BUILDING	1	2	90	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	23	Barrier Material	22	Bio Stabilizer	17										
volcanic-fluorine-gas-extractor-t2	Fluorine Gas Extractor	BUILDING	2	2	75	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	28	Barrier Material	27	Bio Stabilizer	21	Boron Composite	19								
volcanic-fluorine-gas-extractor-t3	Fluorine Gas Extractor	BUILDING	3	2	60	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	34	Barrier Material	33	Bio Stabilizer	26	Boron Composite	23	Climate Controller	21						
volcanic-fluorine-gas-extractor-t4	Fluorine Gas Extractor	BUILDING	4	2	50	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	41	Barrier Material	40	Bio Stabilizer	32	Boron Composite	28	Climate Controller	26	Aerogel	21				
volcanic-fluorine-gas-extractor-t5	Fluorine Gas Extractor	BUILDING	5	2	40	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	50	Barrier Material	48	Bio Stabilizer	39	Boron Composite	34	Climate Controller	32	Aerogel	26	Capacitor Matrix Core	23		
volcanic-garnet-crystals-extractor-t1	Garnet Crystals Extractor	BUILDING	1	2	90	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	23	Barrier Material	22	Bio Stabilizer	17										
volcanic-garnet-crystals-extractor-t2	Garnet Crystals Extractor	BUILDING	2	2	75	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	28	Barrier Material	27	Bio Stabilizer	21	Boron Composite	19								
volcanic-garnet-crystals-extractor-t3	Garnet Crystals Extractor	BUILDING	3	2	60	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	34	Barrier Material	33	Bio Stabilizer	26	Boron Composite	23	Climate Controller	21						
volcanic-garnet-crystals-extractor-t4	Garnet Crystals Extractor	BUILDING	4	2	50	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	41	Barrier Material	40	Bio Stabilizer	32	Boron Composite	28	Climate Controller	26	Aerogel	21				
volcanic-garnet-crystals-extractor-t5	Garnet Crystals Extractor	BUILDING	5	2	40	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	50	Barrier Material	48	Bio Stabilizer	39	Boron Composite	34	Climate Controller	32	Aerogel	26	Capacitor Matrix Core	23		
volcanic-hafnium-ore-extractor-t1	Hafnium Ore Extractor	BUILDING	1	2	90	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	23	Barrier Material	22	Bio Stabilizer	17										
volcanic-hafnium-ore-extractor-t2	Hafnium Ore Extractor	BUILDING	2	2	75	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	28	Barrier Material	27	Bio Stabilizer	21	Boron Composite	19								
volcanic-hafnium-ore-extractor-t3	Hafnium Ore Extractor	BUILDING	3	2	60	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	34	Barrier Material	33	Bio Stabilizer	26	Boron Composite	23	Climate Controller	21						
volcanic-hafnium-ore-extractor-t4	Hafnium Ore Extractor	BUILDING	4	2	50	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	41	Barrier Material	40	Bio Stabilizer	32	Boron Composite	28	Climate Controller	26	Aerogel	21				
volcanic-hafnium-ore-extractor-t5	Hafnium Ore Extractor	BUILDING	5	2	40	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	50	Barrier Material	48	Bio Stabilizer	39	Boron Composite	34	Climate Controller	32	Aerogel	26	Capacitor Matrix Core	23		
volcanic-xenon-extractor-t1	Xenon Extractor	BUILDING	1	2	90	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	23	Barrier Material	22	Bio Stabilizer	17										
volcanic-xenon-extractor-t2	Xenon Extractor	BUILDING	2	2	75	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	28	Barrier Material	27	Bio Stabilizer	21	Boron Composite	19								
volcanic-xenon-extractor-t3	Xenon Extractor	BUILDING	3	2	60	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	34	Barrier Material	33	Bio Stabilizer	26	Boron Composite	23	Climate Controller	21						
volcanic-xenon-extractor-t4	Xenon Extractor	BUILDING	4	2	50	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	41	Barrier Material	40	Bio Stabilizer	32	Boron Composite	28	Climate Controller	26	Aerogel	21				
volcanic-xenon-extractor-t5	Xenon Extractor	BUILDING	5	2	40	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	50	Barrier Material	48	Bio Stabilizer	39	Boron Composite	34	Climate Controller	32	Aerogel	26	Capacitor Matrix Core	23		
volcanic-cinnabar-crystals-extractor-t1	Cinnabar Crystals Extractor	BUILDING	1	3	180	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	23	Aerogel	18	Barrier Material	19										
volcanic-cinnabar-crystals-extractor-t2	Cinnabar Crystals Extractor	BUILDING	2	3	150	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	28	Aerogel	22	Barrier Material	23	Bio Stabilizer	19								
volcanic-cinnabar-crystals-extractor-t3	Cinnabar Crystals Extractor	BUILDING	3	3	120	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	34	Aerogel	27	Barrier Material	28	Bio Stabilizer	23	Boron Composite	21						
volcanic-cinnabar-crystals-extractor-t4	Cinnabar Crystals Extractor	BUILDING	4	3	100	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	41	Aerogel	33	Barrier Material	34	Bio Stabilizer	28	Boron Composite	26	Assembly Control Matrix	17				
volcanic-cinnabar-crystals-extractor-t5	Cinnabar Crystals Extractor	BUILDING	5	3	80	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	50	Aerogel	40	Barrier Material	41	Bio Stabilizer	34	Boron Composite	32	Assembly Control Matrix	21	Capacitor Matrix Core	23		
volcanic-glowstone-crystals-extractor-t1	Glowstone Crystals Extractor	BUILDING	1	3	180	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	23	Aerogel	18	Barrier Material	19										
volcanic-glowstone-crystals-extractor-t2	Glowstone Crystals Extractor	BUILDING	2	3	150	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	28	Aerogel	22	Barrier Material	23	Bio Stabilizer	19								
volcanic-glowstone-crystals-extractor-t3	Glowstone Crystals Extractor	BUILDING	3	3	120	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	34	Aerogel	27	Barrier Material	28	Bio Stabilizer	23	Boron Composite	21						
volcanic-glowstone-crystals-extractor-t4	Glowstone Crystals Extractor	BUILDING	4	3	100	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	41	Aerogel	33	Barrier Material	34	Bio Stabilizer	28	Boron Composite	26	Assembly Control Matrix	17				
volcanic-glowstone-crystals-extractor-t5	Glowstone Crystals Extractor	BUILDING	5	3	80	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	50	Aerogel	40	Barrier Material	41	Bio Stabilizer	34	Boron Composite	32	Assembly Control Matrix	21	Capacitor Matrix Core	23		
volcanic-palladium-ore-extractor-t1	Palladium Ore Extractor	BUILDING	1	3	180	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	23	Aerogel	18	Barrier Material	19										
volcanic-palladium-ore-extractor-t2	Palladium Ore Extractor	BUILDING	2	3	150	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	28	Aerogel	22	Barrier Material	23	Bio Stabilizer	19								
volcanic-palladium-ore-extractor-t3	Palladium Ore Extractor	BUILDING	3	3	120	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	34	Aerogel	27	Barrier Material	28	Bio Stabilizer	23	Boron Composite	21						
volcanic-palladium-ore-extractor-t4	Palladium Ore Extractor	BUILDING	4	3	100	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	41	Aerogel	33	Barrier Material	34	Bio Stabilizer	28	Boron Composite	26	Assembly Control Matrix	17				
volcanic-palladium-ore-extractor-t5	Palladium Ore Extractor	BUILDING	5	3	80	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	50	Aerogel	40	Barrier Material	41	Bio Stabilizer	34	Boron Composite	32	Assembly Control Matrix	21	Capacitor Matrix Core	23		
volcanic-plasma-containment-minerals-extractor-t1	Plasma Containment Minerals Extractor	BUILDING	1	3	180	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	23	Aerogel	18	Barrier Material	19										
volcanic-plasma-containment-minerals-extractor-t2	Plasma Containment Minerals Extractor	BUILDING	2	3	150	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	28	Aerogel	22	Barrier Material	23	Bio Stabilizer	19								
volcanic-plasma-containment-minerals-extractor-t3	Plasma Containment Minerals Extractor	BUILDING	3	3	120	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	34	Aerogel	27	Barrier Material	28	Bio Stabilizer	23	Boron Composite	21						
volcanic-plasma-containment-minerals-extractor-t4	Plasma Containment Minerals Extractor	BUILDING	4	3	100	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	41	Aerogel	33	Barrier Material	34	Bio Stabilizer	28	Boron Composite	26	Assembly Control Matrix	17				
volcanic-plasma-containment-minerals-extractor-t5	Plasma Containment Minerals Extractor	BUILDING	5	3	80	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	50	Aerogel	40	Barrier Material	41	Bio Stabilizer	34	Boron Composite	32	Assembly Control Matrix	21	Capacitor Matrix Core	23		
volcanic-platinum-ore-extractor-t1	Platinum Ore Extractor	BUILDING	1	3	180	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	23	Aerogel	18	Barrier Material	19										
volcanic-platinum-ore-extractor-t2	Platinum Ore Extractor	BUILDING	2	3	150	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	28	Aerogel	22	Barrier Material	23	Bio Stabilizer	19								
volcanic-platinum-ore-extractor-t3	Platinum Ore Extractor	BUILDING	3	3	120	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	34	Aerogel	27	Barrier Material	28	Bio Stabilizer	23	Boron Composite	21						
volcanic-platinum-ore-extractor-t4	Platinum Ore Extractor	BUILDING	4	3	100	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	41	Aerogel	33	Barrier Material	34	Bio Stabilizer	28	Boron Composite	26	Assembly Control Matrix	17				
volcanic-platinum-ore-extractor-t5	Platinum Ore Extractor	BUILDING	5	3	80	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	50	Aerogel	40	Barrier Material	41	Bio Stabilizer	34	Boron Composite	32	Assembly Control Matrix	21	Capacitor Matrix Core	23		
volcanic-sapphire-crystals-extractor-t1	Sapphire Crystals Extractor	BUILDING	1	3	180	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	23	Aerogel	18	Barrier Material	19										
volcanic-sapphire-crystals-extractor-t2	Sapphire Crystals Extractor	BUILDING	2	3	150	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	28	Aerogel	22	Barrier Material	23	Bio Stabilizer	19								
volcanic-sapphire-crystals-extractor-t3	Sapphire Crystals Extractor	BUILDING	3	3	120	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	34	Aerogel	27	Barrier Material	28	Bio Stabilizer	23	Boron Composite	21						
volcanic-sapphire-crystals-extractor-t4	Sapphire Crystals Extractor	BUILDING	4	3	100	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	41	Aerogel	33	Barrier Material	34	Bio Stabilizer	28	Boron Composite	26	Assembly Control Matrix	17				
volcanic-sapphire-crystals-extractor-t5	Sapphire Crystals Extractor	BUILDING	5	3	80	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	50	Aerogel	40	Barrier Material	41	Bio Stabilizer	34	Boron Composite	32	Assembly Control Matrix	21	Capacitor Matrix Core	23		
volcanic-dodiline-crystals-extractor-t1	Dodiline Crystals Extractor	BUILDING	1	4	300	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	23	Aerogel	18	Bio Stabilizer	17										
volcanic-dodiline-crystals-extractor-t2	Dodiline Crystals Extractor	BUILDING	2	4	250	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	28	Aerogel	22	Bio Stabilizer	21	Boron Composite	19								
volcanic-dodiline-crystals-extractor-t3	Dodiline Crystals Extractor	BUILDING	3	4	200	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	34	Aerogel	27	Bio Stabilizer	26	Boron Composite	23	Capacitor Matrix Core	19						
volcanic-dodiline-crystals-extractor-t4	Dodiline Crystals Extractor	BUILDING	4	4	160	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	41	Aerogel	33	Bio Stabilizer	32	Boron Composite	28	Capacitor Matrix Core	23	Abyssal Energy Core	19				
volcanic-dodiline-crystals-extractor-t5	Dodiline Crystals Extractor	BUILDING	5	4	120	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	50	Aerogel	40	Bio Stabilizer	39	Boron Composite	34	Capacitor Matrix Core	28	Abyssal Energy Core	23	Assembly Control Matrix	19		
volcanic-iridium-ore-extractor-t1	Iridium Ore Extractor	BUILDING	1	4	300	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	23	Aerogel	18	Bio Stabilizer	17										
volcanic-iridium-ore-extractor-t2	Iridium Ore Extractor	BUILDING	2	4	250	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	28	Aerogel	22	Bio Stabilizer	21	Boron Composite	19								
volcanic-iridium-ore-extractor-t3	Iridium Ore Extractor	BUILDING	3	4	200	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	34	Aerogel	27	Bio Stabilizer	26	Boron Composite	23	Capacitor Matrix Core	19						
volcanic-iridium-ore-extractor-t4	Iridium Ore Extractor	BUILDING	4	4	160	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	41	Aerogel	33	Bio Stabilizer	32	Boron Composite	28	Capacitor Matrix Core	23	Abyssal Energy Core	19				
volcanic-iridium-ore-extractor-t5	Iridium Ore Extractor	BUILDING	5	4	120	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	50	Aerogel	40	Bio Stabilizer	39	Boron Composite	34	Capacitor Matrix Core	28	Abyssal Energy Core	23	Assembly Control Matrix	19		
volcanic-rhodium-ore-extractor-t1	Rhodium Ore Extractor	BUILDING	1	4	300	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	23	Aerogel	18	Bio Stabilizer	17										
volcanic-rhodium-ore-extractor-t2	Rhodium Ore Extractor	BUILDING	2	4	250	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	28	Aerogel	22	Bio Stabilizer	21	Boron Composite	19								
volcanic-rhodium-ore-extractor-t3	Rhodium Ore Extractor	BUILDING	3	4	200	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	34	Aerogel	27	Bio Stabilizer	26	Boron Composite	23	Capacitor Matrix Core	19						
volcanic-rhodium-ore-extractor-t4	Rhodium Ore Extractor	BUILDING	4	4	160	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	41	Aerogel	33	Bio Stabilizer	32	Boron Composite	28	Capacitor Matrix Core	23	Abyssal Energy Core	19				
volcanic-rhodium-ore-extractor-t5	Rhodium Ore Extractor	BUILDING	5	4	120	Volcanic Planet	MUD;ONI;USTUR	Extraction		Advanced Sensor Grid	50	Aerogel	40	Bio Stabilizer	39	Boron Composite	34	Capacitor Matrix Core	28	Abyssal Energy Core	23	Assembly Control Matrix	19		
volcanic-cinder-crown-blossom-farm-t1	Cinder-Crown Blossom Farm	BUILDING	1	2	90	Volcanic Planet	MUD;ONI;USTUR	Farm		Advanced Sensor Grid	23	Barrier Material	22	Bio Stabilizer	17										
volcanic-cinder-crown-blossom-farm-t2	Cinder-Crown Blossom Farm	BUILDING	2	2	75	Volcanic Planet	MUD;ONI;USTUR	Farm		Advanced Sensor Grid	28	Barrier Material	27	Bio Stabilizer	21	Boron Composite	19								
volcanic-cinder-crown-blossom-farm-t3	Cinder-Crown Blossom Farm	BUILDING	3	2	60	Volcanic Planet	MUD;ONI;USTUR	Farm		Advanced Sensor Grid	34	Barrier Material	33	Bio Stabilizer	26	Boron Composite	23	Climate Controller	21						
volcanic-cinder-crown-blossom-farm-t4	Cinder-Crown Blossom Farm	BUILDING	4	2	50	Volcanic Planet	MUD;ONI;USTUR	Farm		Advanced Sensor Grid	41	Barrier Material	40	Bio Stabilizer	32	Boron Composite	28	Climate Controller	26	Aerogel	21				
volcanic-cinder-crown-blossom-farm-t5	Cinder-Crown Blossom Farm	BUILDING	5	2	40	Volcanic Planet	MUD;ONI;USTUR	Farm		Advanced Sensor Grid	50	Barrier Material	48	Bio Stabilizer	39	Boron Composite	34	Climate Controller	32	Aerogel	26	Capacitor Matrix Core	23		
volcanic-magma-heart-bryophyte-farm-t1	Magma-Heart Bryophyte Farm	BUILDING	1	1	90	Volcanic Planet	MUD;ONI;USTUR	Farm		Barrier Material	25	Cryogenic Catalyst	22	Energy Burst Controller	19										
volcanic-magma-heart-bryophyte-farm-t2	Magma-Heart Bryophyte Farm	BUILDING	2	1	75	Volcanic Planet	MUD;ONI;USTUR	Farm		Barrier Material	30	Cryogenic Catalyst	27	Energy Burst Controller	23	Energy Cells	21								
volcanic-magma-heart-bryophyte-farm-t3	Magma-Heart Bryophyte Farm	BUILDING	3	1	60	Volcanic Planet	MUD;ONI;USTUR	Farm		Barrier Material	36	Cryogenic Catalyst	33	Energy Burst Controller	28	Energy Cells	26	Energy Modulator	23						
volcanic-magma-heart-bryophyte-farm-t4	Magma-Heart Bryophyte Farm	BUILDING	4	1	50	Volcanic Planet	MUD;ONI;USTUR	Farm		Barrier Material	44	Cryogenic Catalyst	40	Energy Burst Controller	34	Energy Cells	32	Energy Modulator	28	Advanced Sensor Grid	23				
volcanic-magma-heart-bryophyte-farm-t5	Magma-Heart Bryophyte Farm	BUILDING	5	1	40	Volcanic Planet	MUD;ONI;USTUR	Farm		Barrier Material	53	Cryogenic Catalyst	48	Energy Burst Controller	41	Energy Cells	39	Energy Modulator	34	Advanced Sensor Grid	28	Aerogel	23		
volcanic-obsidian-shell-tuber-farm-t1	Obsidian Shell Tuber Farm	BUILDING	1	1	90	Volcanic Planet	MUD;ONI;USTUR	Farm		Barrier Material	25	Cryogenic Catalyst	22	Energy Burst Controller	19										
volcanic-obsidian-shell-tuber-farm-t2	Obsidian Shell Tuber Farm	BUILDING	2	1	75	Volcanic Planet	MUD;ONI;USTUR	Farm		Barrier Material	30	Cryogenic Catalyst	27	Energy Burst Controller	23	Energy Cells	21								
volcanic-obsidian-shell-tuber-farm-t3	Obsidian Shell Tuber Farm	BUILDING	3	1	60	Volcanic Planet	MUD;ONI;USTUR	Farm		Barrier Material	36	Cryogenic Catalyst	33	Energy Burst Controller	28	Energy Cells	26	Energy Modulator	23						
volcanic-obsidian-shell-tuber-farm-t4	Obsidian Shell Tuber Farm	BUILDING	4	1	50	Volcanic Planet	MUD;ONI;USTUR	Farm		Barrier Material	44	Cryogenic Catalyst	40	Energy Burst Controller	34	Energy Cells	32	Energy Modulator	28	Advanced Sensor Grid	23				
